DBN,School.Name,Grade,Category,Number.Tested.2013,Mean.Scale.Score.2013,Three.Four.2013,Three.Four.Per.2013,Number.Tested.2014,Mean.Scale.Score.2014,Three.Four.2014,Three.Four.Per.2014,Number.Tested.2015,Mean.Scale.Score.2015,Three.Four.2015,Three.Four.Per.2015,Number.Tested.2016,Mean.Scale.Score.2016,Three.Four.2016,Three.Four.Per.2016,Number.Tested.2017,Mean.Scale.Score.2017,Three.Four.2017,Three.Four.Per.2017
01M015,PS 015 ROBERTO CLEMENTE,5,All Students,24,283.95830000000001,1,4.166667,21,268,1,4.761905,24,281.04169999999999,1,4.166667,16,288,3,18.75,17,310.41180000000003,5,29.41176
01M019,PS 019 ASHER LEVY,5,All Students,36,303.30560000000003,9,25,34,291.17649999999998,6,17.64706,29,316,12,41.37931,32,311.40629999999999,17,53.125,27,325.51850000000002,15,55.55556
01M020,PS 020 ANNA SILVER,5,All Students,76,292.15789999999998,10,13.15789,69,293.88409999999999,17,24.63768,58,297.56900000000002,19,32.75862,73,293.7534,17,23.28767,57,302.54390000000001,18,31.57895
01M034,PS 034 FRANKLIN D ROOSEVELT,5,All Students,30,292.9667,3,10,42,291.26190000000003,7,16.66667,35,294.05709999999999,8,22.85714,29,285.1379,5,17.24138,28,296.07139999999998,5,17.85714
01M063,THE STAR ACADEMY  PS63,5,All Students,22,287.86360000000002,4,18.18182,17,284.05880000000002,3,17.64706,20,294.89999999999998,4,20,12,300.5,4,33.33333,18,321.94439999999997,12,66.66667
01M064,PS 064 ROBERT SIMON,5,All Students,39,295.69229999999999,8,20.51282,37,289.43239999999997,6,16.21622,37,284.59460000000001,2,5.405405,42,293.04759999999999,8,19.04762,43,301.32560000000001,13,30.23256
01M110,PS 110 FLORENCE NIGHTINGALE,5,All Students,65,313.21539999999999,27,41.53846,45,303.57780000000002,18,40,54,311.66669999999999,26,48.14815,65,306.69229999999999,27,41.53846,47,332.08510000000001,31,65.95745
01M134,PS 134 HENRIETTA SZOLD,5,All Students,38,289.6053,3,7.894737,52,290.88459999999998,5,9.615385,39,296.84620000000001,6,15.38462,34,311.2353,16,47.05882,64,282.10939999999999,9,14.0625
01M140,PS 140 NATHAN STRAUS,5,All Students,25,280.88,0,0,24,276.08330000000001,1,4.166667,25,282.8,1,4,21,276.80950000000001,4,19.04762,29,293.4828,8,27.58621
01M142,PS 142 AMALIA CASTRO,5,All Students,54,288.01850000000002,4,7.407407,49,283.71429999999998,3,6.122449,56,283.91070000000002,5,8.928571,46,290.1087,8,17.3913,60,293.16669999999999,11,18.33333
01M184,PS 184M SHUANG WEN,5,All Students,56,331.44639999999998,40,71.42857,62,318.67739999999998,37,59.67742,74,333.2432,52,70.27027,63,325.07940000000002,43,68.25397,60,321.39999999999998,33,55
01M188,PS 188 THE ISLAND SCHOOL,5,All Students,33,274.87880000000001,1,3.030303,44,272.7045,4,9.090909,48,278.20830000000001,5,10.41667,48,282.95830000000001,6,12.5,36,284.41669999999999,6,16.66667
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,All Students,25,316.68,10,40,15,325.5333,10,66.66667,26,317.38459999999998,16,61.53846,18,307.44439999999997,9,50,34,328.41180000000003,23,67.64706
01M361,THE CHILDREN S WORKSHOP SCHOOL,5,All Students,24,303.16669999999999,6,25,35,300.37139999999999,11,31.42857,32,312.03129999999999,13,40.625,31,323.35480000000001,19,61.29032,25,326.92,19,76
01M363,NEIGHBORHOOD SCHOOL,5,All Students,28,304.3571,8,28.57143,28,297.92860000000002,8,28.57143,16,303.3125,6,37.5,17,303.52940000000001,7,41.17647,7,279.8571,1,14.28571
01M364,EARTH SCHOOL,5,All Students,28,305.28570000000002,7,25,18,320.33330000000001,10,55.55556,9,320.11110000000002,5,55.55556,20,319.2,11,55,12,331.58330000000001,8,66.66667
01M539,NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY AND MATH HS,5,All Students,101,346.1782,92,91.08911,107,350.37380000000002,103,96.26168,130,349.14620000000002,122,93.84615,109,356.86239999999998,106,97.24771,109,356.37610000000001,105,96.33028
02M001,PS 001 ALFRED E SMITH,5,All Students,62,307.88709999999998,30,48.3871,72,308.45830000000001,32,44.44444,63,299.23809999999997,23,36.50794,71,293.63380000000001,15,21.12676,60,294.89999999999998,22,36.66667
02M002,PS 002 MEYER LONDON,5,All Students,110,312,48,43.63636,134,303.3134,51,38.0597,113,305.33629999999999,38,33.62832,104,306.125,43,41.34615,100,310.75,50,50
02M003,PS 003 CHARRETTE SCHOOL,5,All Students,97,326.37110000000001,66,68.04124,105,320.01900000000001,59,56.19048,99,319.58589999999998,51,51.51515,61,331.04919999999998,45,73.77049,129,324.37209999999999,77,59.68992
02M006,PS 006 LILLIE D BLAKE,5,All Students,119,333.44540000000001,86,72.26891,118,339.87290000000002,92,77.9661,89,337.3596,68,76.40449,109,340.1651,90,82.56881,104,340.86540000000002,81,77.88462
02M011,PS 011 WILLIAM T HARRIS,5,All Students,87,325.93099999999998,56,64.36782,107,321.62619999999998,62,57.94393,98,323.30610000000001,57,58.16327,122,320.87700000000001,78,63.93443,139,323.036,82,58.99281
02M033,PS 033 CHELSEA PREP,5,All Students,50,301.27999999999997,15,30,66,304.197,23,34.84848,68,310.72059999999999,34,50,94,324.79790000000003,50,53.19149,95,330.75790000000001,64,67.36842
02M040,PS 040 AUGUSTUS SAINT GAUDENS,5,All Students,87,330.43680000000001,61,70.11494,71,327.83100000000002,46,64.78873,88,332.71589999999998,64,72.72727,93,346.40859999999998,84,90.32258,86,344.48840000000001,71,82.55814
02M041,PS 041 GREENWICH VILLAGE,5,All Students,111,329.88290000000001,79,71.17117,116,324.33620000000002,80,68.96552,134,328.20150000000001,100,74.62687,107,338.12150000000003,89,83.17757,111,339.27929999999998,83,74.77477
02M042,PS 042 BENJAMIN ALTMAN,5,All Students,105,330.05709999999999,74,70.47619,117,318.33330000000001,67,57.26496,115,320.64350000000002,55,47.82609,128,315.42970000000003,72,56.25,116,320.1379,68,58.62069
02M051,PS 051 ELIAS HOWE,5,All Students,52,297.59620000000001,10,19.23077,56,301.44639999999998,15,26.78571,45,303.57780000000002,13,28.88889,45,304.11110000000002,17,37.77778,46,312.5,19,41.30435
02M059,PS 059 BEEKMAN HILL INTERNATIONAL,5,All Students,81,328.60489999999999,53,65.4321,87,328.79309999999998,62,71.26437,97,328.0206,69,71.13402,91,341.05489999999998,76,83.51648,90,338.68889999999999,72,80
02M077,PS 77 LOWER LAB SCHOOL,5,All Students,53,351.35849999999999,50,94.33962,57,346.68419999999998,49,85.96491,60,349.36669999999998,53,88.33333,52,353.9615,50,96.15385,58,361.55169999999998,58,100
02M089,PS 89,5,All Students,77,320.7792,45,58.44156,75,327.98669999999998,52,69.33333,42,333.57139999999998,29,69.04762,46,335.02170000000001,37,80.43478,54,340.87040000000002,46,85.18519
02M111,PS 111 ADOLPH S OCHS,5,All Students,66,297.98480000000001,15,22.72727,42,300.88099999999997,14,33.33333,46,293.63040000000001,12,26.08696,47,301.4255,17,36.17021,43,307.88369999999998,16,37.2093
02M116,PS 116 MARY LINDLEY MURRAY,5,All Students,124,328.85480000000001,89,71.77419,126,327.15870000000001,84,66.66667,99,318.81819999999999,56,56.56566,118,323.14409999999998,71,60.16949,112,318.92860000000002,58,51.78571
02M124,PS 124 YUNG WING,5,All Students,129,331.50389999999999,85,65.89147,134,320.79849999999999,79,58.95522,138,324.7681,81,58.69565,130,315.63850000000002,68,52.30769,130,326.87689999999998,83,63.84615
02M126,PS 126 JACOB AUGUST RIIS,5,All Students,67,306.25369999999998,23,34.328360000000004,67,310.209,24,35.8209,67,308.16419999999999,29,43.28358,50,291.44,13,26,54,305.33330000000001,17,31.48148
02M130,PS 130 HERNANDO DE SOTO,5,All Students,153,321.1046,86,56.20915,160,322.1875,84,52.5,134,323.89550000000003,83,61.9403,129,334.64339999999999,98,75.96899,170,327.37650000000002,111,65.29412
02M150,PS 150,5,All Students,27,341,22,81.48148,23,331.5652,15,65.21739,25,333.72,20,80,24,336.79169999999999,19,79.16667,25,350.12,20,80
02M158,PS 158 BAYARD TAYLOR,5,All Students,116,325.4828,85,73.27586,106,332.00940000000003,74,69.81132,94,334.03190000000001,71,75.53191,107,334.29910000000001,86,80.37383,86,339.81400000000002,69,80.23256
02M183,PS 183 ROBERT L STEVENSON,5,All Students,80,331.7,55,68.75,83,333.02409999999998,62,74.6988,93,327.20429999999999,60,64.51613,87,322.96550000000002,57,65.51724,69,334.8116,50,72.46377
02M198,PS 198 ISADOR E IDA STRAUS,5,All Students,75,290.94670000000002,10,13.33333,74,291.79730000000001,11,14.86486,47,288.46809999999999,7,14.89362,94,316.73399999999998,49,52.12766,62,324.17739999999998,33,53.22581
02M212,PS 212 MIDTOWN WEST,5,All Students,57,325.8596,35,61.40351,53,329.0566,37,69.81132,52,328.15379999999999,36,69.23077,49,339.79590000000002,41,83.67347,51,329.68630000000002,32,62.7451
02M217,PSIS 217 ROOSEVELT ISLAND,5,All Students,33,295.4545,12,36.36364,28,294.96429999999998,6,21.42857,35,317.45710000000003,21,60,54,319,30,55.55556,52,327.84620000000001,30,57.69231
02M225,ELLA BAKER SCHOOL,5,All Students,28,310.32139999999998,10,35.71429,17,305.64710000000002,5,29.41176,14,314.28570000000002,5,35.71429,20,319.89999999999998,10,50,17,330.52940000000001,10,58.82353
02M234,PS 234 INDEPENDENCE SCHOOL,5,All Students,143,324.37759999999997,91,63.63636,159,326.84280000000001,106,66.66667,112,327.25889999999998,83,74.10714,91,340.95600000000002,72,79.12088,87,340.77010000000001,68,78.16092
02M290,PS 290 MANHATTAN NEW SCHOOL,5,All Students,101,331.90100000000001,68,67.32673,112,331.49110000000002,79,70.53571,120,332.26670000000001,92,76.66667,105,330.28570000000002,81,77.14286,80,344.21249999999998,62,77.5
02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE,5,All Students,46,316,20,43.47826,35,328.57139999999998,21,60,41,329.31709999999998,25,60.97561,40,337.32499999999999,34,85,36,330.13889999999998,24,66.66667
03M009,PS 009 SARAH ANDERSON,5,All Students,85,331.63529999999997,61,71.76471,64,329.03129999999999,44,68.75,106,339.88679999999999,77,72.64151,102,331.46080000000001,71,69.60784,65,341.18459999999999,48,73.84615
03M075,PS 075 EMILY DICKINSON,5,All Students,103,295.3107,26,25.24272,84,302.6071,24,28.57143,97,307.94850000000002,31,31.95876,68,306.63240000000002,29,42.64706,69,319.53620000000001,40,57.97101
03M076,PS 076 A PHILIP RANDOLPH,5,All Students,41,295.0976,9,21.95122,28,285.92860000000002,5,17.85714,38,285.23680000000002,2,5.263158,39,284.94869999999997,8,20.51282,42,286.47620000000001,9,21.42857
03M084,PS 084 LILLIAN WEBER,5,All Students,55,298.0727,10,18.18182,72,318.11110000000002,31,43.05556,48,311,22,45.83333,66,308.68180000000001,29,43.93939,57,311.29820000000001,26,45.61404
03M087,PS 087 WILLIAM SHERMAN,5,All Students,148,326.60809999999998,97,65.54054,121,332.23140000000001,83,68.59504,146,337.5616,116,79.45205,107,329.46730000000002,75,70.09346,110,347.65449999999998,91,82.72727
03M145,PS 145 THE BLOOMINGDALE SCHOOL,5,All Students,57,286.31580000000002,9,15.78947,44,280.56819999999999,3,6.818182,50,283.36,7,14,46,277.30430000000001,4,8.695652,38,284.71050000000002,4,10.52632
03M149,PS 149 SOJOURNER TRUTH,5,All Students,33,272.57580000000002,0,0,27,276.11110000000002,0,0,19,270.52629999999999,1,5.263158,26,270.4615,4,15.38462,25,279.48,1,4
03M163,PS 163 ALFRED E SMITH,5,All Students,89,307.41570000000002,30,33.70787,80,311.125,39,48.75,106,322.48110000000003,61,57.54717,100,322.20999999999998,59,59,82,321.69510000000002,47,57.31707
03M165,PS 165 ROBERT E SIMON,5,All Students,112,298.1696,33,29.46429,90,296.15559999999999,25,27.77778,74,289.70269999999999,15,20.27027,70,296.12860000000001,25,35.71429,93,307.79570000000001,39,41.93548
03M166,PS 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,5,All Students,96,318.52080000000001,51,53.125,81,327.93830000000003,46,56.79012,95,328.97890000000001,62,65.26316,79,332.86079999999998,56,70.88608,68,352.44119999999998,55,80.88235
03M180,PS 180 HUGO NEWMAN,5,All Students,68,284.7353,5,7.352941,62,297.61290000000002,13,20.96774,56,308.32139999999998,17,30.35714,60,294.25,17,28.33333,45,297.37779999999998,8,17.77778
03M191,PS 191 AMSTERDAM,5,All Students,45,289.9556,10,22.22222,35,278.82859999999999,4,11.42857,37,295.13510000000002,5,13.51351,37,287.45949999999999,9,24.32432,29,277.68970000000002,6,20.68966
03M199,PS 199 JESSIE ISADOR STRAUS,5,All Students,108,338,86,79.62963,122,334.58199999999999,96,78.68852,130,330.44619999999998,99,76.15385,125,331.38400000000001,93,74.4,127,336.2362,95,74.80315
03M208,PS 208 ALAIN L LOCKE,5,All Students,57,283.28070000000002,4,7.017544,45,278.82220000000001,3,6.666667,43,278.88369999999998,5,11.62791,38,294.47370000000001,9,23.68421,39,289.94869999999997,7,17.94872
03M241,STEM INSTITUTE OF MANHATTAN,5,All Students,18,285.66669999999999,3,16.66667,14,289.07139999999998,1,7.142857,8,289.375,1,12.5,14,274.21429999999998,0,0,21,300.23809999999997,6,28.57143
03M242,PS 242  THE YOUNG DIPLOMATS MAGNET ACADEMY,5,All Students,28,283.03570000000002,4,14.28571,25,294.08,4,16,28,285.32139999999998,5,17.85714,27,283.70370000000003,2,7.407407,25,282.92,1,4
03M243,MS 243 CENTER SCHOOL,5,All Students,53,337.32080000000002,39,73.58491,62,340.38709999999998,51,82.25806,54,343.94439999999997,46,85.18519,57,343.12279999999998,47,82.45614,58,347.34480000000002,55,94.82759
03M333,PS 333 MANHATTAN SCHOOL FOR CHILDREN,5,All Students,72,318.34719999999999,37,51.38889,78,316.91030000000001,40,51.28205,65,316.36919999999998,34,52.30769,70,329.61430000000001,49,70,76,332.38159999999999,51,67.10526
03M334,THE ANDERSON SCHOOL,5,All Students,50,356.08,44,88,80,353.9,73,91.25,79,351.13920000000002,76,96.20253,50,353.5,47,94,53,354.18869999999998,50,94.33962
03M859,SPECIAL MUSIC SCHOOL,5,All Students,15,357,14,93.33333,15,355.4667,15,100,14,350.57139999999998,12,85.71429,13,362.4615,13,100,12,365.25,12,100
04M007,PS 007 SAMUEL STERN,5,All Students,43,299.06979999999999,9,20.93023,25,304.32,5,20,36,293.02780000000001,8,22.22222,25,297.36,8,32,32,316,11,34.375
04M012,TAG YOUNG SCHOLARS,5,All Students,56,334.21429999999998,42,75,57,340.8596,48,84.21053,59,336.03390000000002,47,79.66102,94,348.76600000000002,90,95.74468,60,353,54,90
04M037,RIVER EAST ELEMENTARY,5,All Students,30,288.73329999999999,4,13.33333,29,292.89659999999998,4,13.7931,31,296.22579999999999,8,25.80645,31,299.22579999999999,9,29.03226,31,309.96769999999998,12,38.70968
04M038,PS 38 ROBERTO CLEMENTE,5,All Students,36,285.27780000000001,4,11.11111,39,286.69229999999999,4,10.25641,38,285.55259999999998,5,13.15789,41,286.19510000000002,7,17.07317,23,285.8261,3,13.04348
04M050,PS 050 VITO MARCANTONIO,5,All Students,34,276.94119999999998,3,8.823529,34,280.2647,4,11.764709999999999,34,266.02940000000001,1,2.941176,30,272.8,1,3.333333,25,282.32,4,16
04M057,JAMES WELDON JOHNSON,5,All Students,94,299.15960000000001,24,25.53191,88,295.13639999999998,20,22.72727,95,298.54739999999998,24,25.26316,94,297.29790000000003,31,32.97872,87,298.60919999999999,25,28.73563
04M072,THE LEXINGTON ACADEMY,5,All Students,72,296.23610000000002,14,19.44444,74,291.64859999999999,7,9.459459,57,289.56139999999999,11,19.29825,71,286.32389999999998,12,16.90141,60,294.18329999999997,14,23.33333
04M083,PS 083 LUIS MUNOZ RIVERA,5,All Students,54,308.7593,18,33.33333,69,311.55070000000001,28,40.57971,66,306.86360000000002,25,37.87879,61,303.06560000000002,22,36.06557,59,310.59320000000002,25,42.37288
04M096,PS 096 JOSEPH LANZETTA,5,All Students,42,286.47620000000001,4,9.52381,52,287.0385,13,25,43,278.34879999999998,1,2.325581,53,274.45280000000002,7,13.20755,37,279.97300000000001,2,5.405405
04M102,PS 102 JACQUES CARTIER,5,All Students,44,275.72730000000001,1,2.272727,47,276.19150000000002,3,6.382979,34,276.41180000000003,1,2.941176,31,268.80650000000003,4,12.90323,41,294.63409999999999,17,41.46341
04M108,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,5,All Students,66,293.93939999999998,14,21.21212,60,293.7,11,18.33333,53,282.22640000000001,5,9.433962,50,289.44,14,28,44,277.81819999999999,3,6.818182
04M146,PS 146 ANN M SHORT,5,All Students,55,279.47269999999997,3,5.454545,58,277.8621,2,3.448276,61,284.73770000000002,8,13.11475,32,288.59379999999999,6,18.75,65,284.5231,10,15.38462
04M155,PS 155 WILLIAM PACA,5,All Students,54,290.81479999999999,12,22.22222,46,282.52170000000001,5,10.86957,48,283.83330000000001,7,14.58333,45,265.39999999999998,1,2.222222,39,288.33330000000001,9,23.07692
04M171,PS 171 PATRICK HENRY,5,All Students,72,304.29169999999999,21,29.16667,69,307.3768,28,40.57971,55,307.5455,22,40,51,316.13729999999998,29,56.86275,84,314.47620000000001,38,45.2381
04M182,THE BILINGUAL BICULTURAL SCHOOL,5,All Students,71,295.1549,16,22.53521,62,309.93549999999999,20,32.25806,58,294.43099999999998,10,17.24138,46,290.08699999999999,7,15.21739,46,302.58699999999999,12,26.08696
04M206,PS 206 JOSE CELSO BARBOSA,5,All Students,75,288.32,8,10.66667,80,284.22500000000002,12,15,61,298.26229999999998,14,22.95082,71,279.18310000000002,13,18.30986,84,282.34519999999998,12,14.28571
04M375,MOSAIC PREPARATORY ACADEMY,5,All Students,47,271.19150000000002,0,0,40,281.07499999999999,2,5,50,278.7,6,12,41,294.6585,10,24.39024,31,304.87099999999998,9,29.03226
04M964,CENTRAL PARK EAST II,5,All Students,26,311.34620000000001,11,42.30769,24,314.375,11,45.83333,10,320.2,5,50,26,313.5385,11,42.30769,34,314.05880000000002,15,44.11765
05M030,PS 030 HERNANDEZHUGHES,5,All Students,39,281.71789999999999,4,10.25641,28,281.82139999999998,4,14.28571,35,288.51429999999999,5,14.28571,33,290.21210000000002,8,24.24242,44,298.34089999999998,12,27.27273
05M036,PS 036 MARGARET DOUGLAS,5,All Students,68,281.75,2,2.941176,60,290.35000000000002,10,16.66667,83,283.15660000000003,8,9.638554,50,286.26,7,14,45,278.17779999999999,3,6.666667
05M046,PS 046 ARTHUR TAPPAN,5,All Students,73,274,6,8.219178,86,280.05810000000002,12,13.95349,85,271.48239999999998,12,14.11765,83,273.14460000000003,12,14.45783,70,277.6429,6,8.571429
05M092,PS 092 MARY MCLEOD BETHUNE,5,All Students,34,286.85289999999998,6,17.64706,32,284.15629999999999,8,25,24,280.08330000000001,0,0,45,296.57780000000002,13,28.88889,34,310.20589999999999,12,35.29412
05M123,PS 123 MAHALIA JACKSON,5,All Students,62,275.11290000000002,8,12.90323,56,288.75,9,16.07143,43,284,5,11.62791,51,287.6078,11,21.56863,51,292.72550000000001,13,25.4902
05M125,PS 125 RALPH BUNCHE,5,All Students,21,300.47620000000001,7,33.33333,17,291.2353,2,11.764709999999999,19,298.15789999999998,4,21.05263,18,303.5,5,27.77778,26,306.9615,11,42.30769
05M129,PS 129 JOHN H FINLEY,5,All Students,59,294.79660000000001,11,18.64407,43,290.81400000000002,7,16.27907,39,291.23079999999999,7,17.94872,61,299.60660000000001,22,36.06557,43,285.8605,8,18.60465
05M133,PS 133 FRED R MOORE,5,All Students,33,281.1515,6,18.18182,41,276.02440000000001,0,0,37,290.86489999999998,7,18.91892,31,280.67739999999998,1,3.225806,34,290.02940000000001,8,23.52941
05M154,PS 154 HARRIET TUBMAN,5,All Students,34,292.02940000000001,2,5.882353,46,282.91300000000001,4,8.695652,34,276.64710000000002,4,11.764709999999999,33,295.8485,11,33.33333,33,307.39389999999997,12,36.36364
05M161,PS 161 PEDRO ALBIZU CAMPOS,5,All Students,91,282.82420000000002,13,14.28571,78,286.08969999999999,13,16.66667,97,285.7629,7,7.216495,109,278.43119999999999,13,11.92661,69,288.4203,12,17.3913
05M175,PS 175 HENRY H GARNET,5,All Students,44,273.9545,2,4.545455,46,282.8261,7,15.21739,56,281.08929999999998,4,7.142857,58,288.10340000000002,10,17.24138,41,295.78050000000002,14,34.14634
05M194,PS 194 COUNTEE CULLEN,5,All Students,34,263.2647,0,0,25,273.56,1,4,19,259.8947,2,10.52632,24,253.95830000000001,1,4.166667,20,265.45,1,5
05M197,PS 197 JOHN B RUSSWURM,5,All Students,32,280.59379999999999,1,3.125,34,285.14710000000002,4,11.764709999999999,56,276.96429999999998,7,12.5,35,268.1429,3,8.571429,39,287.84620000000001,9,23.07692
05M200,PS 200 THE JAMES MCCUNE SMITH SCHOOL,5,All Students,68,280.39710000000002,4,5.882353,69,281.69569999999999,8,11.5942,72,279.13889999999998,7,9.722222,64,273.53129999999999,4,6.25,63,278.36509999999998,7,11.11111
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,5,All Students,34,306.35289999999998,11,32.35294,35,305,7,20,31,307.4194,8,25.80645,43,291.23259999999999,7,16.27907,37,310.29730000000001,16,43.24324
06M004,PS 004 DUKE ELLINGTON,5,All Students,90,286.07780000000002,15,16.66667,91,280.21980000000002,7,7.692308,77,284.33769999999998,5,6.493506,81,286.92590000000001,14,17.28395,99,283.303,22,22.22222
06M005,PS 005 ELLEN LURIE,5,All Students,109,282.0917,8,7.33945,90,275.24439999999998,8,8.888889,85,274.70589999999999,7,8.235294,69,275.04349999999999,7,10.14493,64,292.46879999999999,15,23.4375
06M008,PS 008 LUIS BELLIARD,5,All Students,71,283.30990000000003,9,12.67606,75,278.9067,7,9.333333,77,277.71429999999998,11,14.28571,60,283.63330000000002,7,11.66667,75,287.45330000000001,12,16
06M018,PS 018 PARK TERRACE,5,All Students,41,286.48779999999999,4,9.756098,39,256.61540000000002,3,7.692308,40,267.60000000000002,2,5,31,290.77420000000001,7,22.58065,30,278.0333,6,20
06M028,PS 028 WRIGHT BROTHERS,5,All Students,109,285.44040000000001,13,11.92661,99,292.37369999999999,25,25.25253,92,293.6087,22,23.91304,99,288.42419999999998,23,23.23232,84,285.8571,16,19.04762
06M048,PS 048 PO MICHAEL J BUCZEK,5,All Students,75,283.12,14,18.66667,78,291.5385,17,21.79487,75,288.69330000000002,18,24,71,271.52109999999999,7,9.859155,86,293.89530000000002,25,29.06977
06M098,PS 098 SHORAC KAPPOCK,5,All Students,72,288.23610000000002,14,19.44444,80,274.76249999999999,7,8.75,66,285.303,10,15.15152,57,275.9649,8,14.03509,70,273.89999999999998,7,10
06M115,PS 115 ALEXANDER HUMBOLDT,5,All Students,78,284.91030000000001,10,12.82051,89,274.37079999999997,3,3.370787,83,271.39760000000001,6,7.228916,89,266.69659999999999,7,7.865169,80,289.72500000000002,17,21.25
06M128,PS 128 AUDUBON,5,All Students,81,299.45679999999999,18,22.22222,102,285.45100000000002,12,11.764709999999999,63,272.15870000000001,3,4.761905,72,280.16669999999999,12,16.66667,80,282.5625,13,16.25
06M132,PS 132 JUAN PABLO DUARTE,5,All Students,103,277.33010000000002,8,7.76699,87,279.18389999999999,14,16.09195,93,276.43009999999998,7,7.526882,72,279.54169999999999,11,15.27778,86,285.76740000000001,16,18.60465
06M152,PS 152 DYCKMAN VALLEY,5,All Students,96,282.45830000000001,14,14.58333,89,275.39330000000001,9,10.11236,80,284.8125,13,16.25,79,276.56959999999998,14,17.72152,62,284.7903,7,11.29032
06M153,PS 153 ADAM CLAYTON POWELL,5,All Students,99,280.75760000000002,12,12.12121,83,282.95179999999999,12,14.45783,100,286.89,27,27,90,283.5222,27,30,80,296.88749999999999,25,31.25
06M173,PS 173,5,All Students,84,289.8571,14,16.66667,88,285.30680000000001,11,12.5,85,290.88240000000002,22,25.88235,82,286.78050000000002,18,21.95122,80,296.22500000000002,27,33.75
06M187,PSIS 187 HUDSON CLIFFS,5,All Students,71,305.4085,24,33.80282,68,311.79410000000001,28,41.17647,78,316.5641,40,51.28205,86,299.37209999999999,26,30.23256,76,318.05259999999998,39,51.31579
06M189,PS 189,5,All Students,120,300.61669999999998,32,26.66667,137,292.51819999999998,31,22.62774,137,281.9051,21,15.32847,118,287.4237,35,29.66102,119,288.05880000000002,24,20.16807
06M192,PS 192 JACOB H SCHIFF,5,All Students,44,292.47730000000001,11,25,32,282.78129999999999,4,12.5,35,287.91430000000003,6,17.14286,39,280.0256,8,20.51282,27,298.55560000000003,9,33.33333
06M210,PSIS 210  TWENTY FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,5,All Students,34,295.11759999999998,8,23.52941,35,295.97140000000002,7,20,38,294.31580000000002,5,13.15789,40,293.2,10,25,36,312.13889999999998,15,41.66667
06M278,PAULA HEDBAVNY SCHOOL,5,All Students,52,298.88459999999998,9,17.30769,65,299.72309999999999,14,21.53846,54,312.57409999999999,25,46.2963,49,306.46940000000001,19,38.77551,57,315.49119999999999,28,49.12281
06M311,AMISTAD DUAL LANGUAGE SCHOOL,5,All Students,43,295.11630000000002,11,25.5814,40,294.02499999999998,6,15,35,295.88569999999999,3,8.571429,45,288.8,9,20,47,304.78719999999998,16,34.04255
06M314,MUSCOTA,5,All Students,27,306.70370000000003,7,25.92593,29,300.2414,7,24.13793,29,318.17239999999998,15,51.72414,22,330.81819999999999,16,72.72727,16,330.75,12,75
06M325,PS 325,5,All Students,54,278.66669999999999,4,7.407407,34,280.91180000000003,4,11.764709999999999,47,277.04259999999999,6,12.76596,44,278.06819999999999,6,13.63636,33,280.4545,5,15.15152
06M366,WASHINGTON HEIGHTS ACADEMY,5,All Students,41,310.41460000000001,17,41.46341,50,311.04000000000002,16,32,71,303.38029999999998,26,36.61972,43,304.93020000000001,18,41.86047,44,313.09089999999998,20,45.45455
06M368,HAMILTON HEIGHTS SCHOOL,5,All Students,20,305.75,8,40,19,294.21050000000002,6,31.57895,14,285.21429999999998,1,7.142857,26,284.07690000000002,4,15.38462,17,286.35289999999998,0,0
07X001,PS 001 COURTLANDT SCHOOL,5,All Students,95,273.57889999999998,9,9.473684,96,281.28129999999999,11,11.45833,95,280.58949999999999,9,9.473684,108,284.43520000000001,16,14.81481,92,273.33699999999999,3,3.26087
07X005,PS 5 PORT MORRIS,5,All Students,82,287.07319999999999,10,12.19512,75,287.85329999999999,8,10.66667,70,280.3571,6,8.571429,79,283.34179999999998,7,8.860759,71,276.5634,7,9.859155
07X018,PS 018 JOHN PETER ZENGER,5,All Students,69,282.2319,6,8.695652,89,273.80900000000003,7,7.865169,83,272.69880000000001,7,8.433735,101,284.64359999999999,12,11.88119,86,274.52330000000001,9,10.46512
07X025,PS 025 BILINGUAL SCHOOL,5,All Students,34,298.20589999999999,8,23.52941,58,267.31029999999998,2,3.448276,42,289.57139999999998,9,21.42857,69,288.28989999999999,14,20.28986,50,287.56,7,14
07X029,PSMS 029 MELROSE SCHOOL,5,All Students,55,270.47269999999997,5,9.090909,61,275.2131,6,9.836066,64,280.5625,7,10.9375,76,268.72370000000001,6,7.894737,70,263.82859999999999,5,7.142857
07X030,PS 030 WILTON,5,All Students,74,279.68920000000003,2,2.702703,61,283.01639999999998,5,8.196721,90,281.24439999999998,8,8.888889,90,256.65559999999999,5,5.555556,85,278.82350000000002,11,12.94118
07X031,PSMS 031 THE WILLIAM LLOYD GARRISON,5,All Students,44,288.09089999999998,4,9.090909,44,274.93180000000001,4,9.090909,49,271.26530000000002,3,6.122449,54,269.72219999999999,5,9.259259,57,273.33330000000001,8,14.03509
