DBN,School.Name,Grade,Category,Number.Tested.2013,Mean.Scale.Score.2013,Three.Four.2013,Three.Four.Per.2013,Number.Tested.2014,Mean.Scale.Score.2014,Three.Four.2014,Three.Four.Per.2014,Number.Tested.2015,Mean.Scale.Score.2015,Three.Four.2015,Three.Four.Per.2015,Number.Tested.2016,Mean.Scale.Score.2016,Three.Four.2016,Three.Four.Per.2016,Number.Tested.2017,Mean.Scale.Score.2017,Three.Four.2017,Three.Four.Per.2017
28Q117,PS 117 J KELD  BRIARWOOD SCHOOL,5,All Students,172,305.63369999999998,64,37.2093,155,300.25810000000001,51,32.90323,138,304.55070000000001,56,40.57971,160,307.71249999999998,64,40,130,303.9692,43,33.07692
28Q121,PS 121 QUEENS,5,All Students,126,306.19839999999999,46,36.50794,151,302.50330000000002,41,27.15232,122,309.54919999999998,46,37.70492,137,305.1825,52,37.9562,118,309.25420000000003,48,40.67797
28Q139,PS 139 REGO PARK,5,All Students,126,312.04759999999999,52,41.26984,134,313.64179999999999,56,41.79104,134,310.66419999999999,60,44.77612,130,310.5077,60,46.15385,133,317.13529999999997,69,51.8797
28Q140,PS 140 EDWARD K ELLINGTON,5,All Students,85,285.39999999999998,13,15.29412,94,289.43619999999999,15,15.95745,79,280.63290000000001,9,11.39241,83,285.61450000000002,15,18.07229,50,294.94,11,22
28Q144,PS 144 COL JEROMUS REMSEN,5,All Students,92,317.26089999999999,48,52.17391,101,319.81189999999998,63,62.37624,93,325.95699999999999,61,65.5914,108,321.67590000000001,60,55.55556,100,324.17,62,62
28Q160,PS 160 WALTER FRANCIS BISHOP,5,All Students,107,288.25229999999999,17,15.88785,83,287.90359999999998,12,14.45783,96,290.90629999999999,15,15.625,101,293.40589999999997,22,21.78218,97,295.11340000000001,28,28.86598
28Q161,PS 161 ARTHUR ASHE SCHOOL,5,All Students,88,311.13639999999998,31,35.22727,102,316.18630000000002,52,50.98039,94,317.24470000000002,42,44.68085,79,312.16460000000001,37,46.83544,107,310.77569999999997,45,42.05607
28Q174,PS 174 WILLIAM SIDNEY MOUNT,5,All Students,79,326.05059999999997,48,60.75949,83,321.6386,43,51.80723,100,322.55,54,54,99,322.63639999999998,58,58.58586,91,322.19779999999997,57,62.63736
28Q175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,5,All Students,106,311.16980000000001,43,40.56604,120,309.45,50,41.66667,111,309,42,37.83784,97,307.24740000000003,43,44.3299,109,310.70639999999997,46,42.20183
28Q196,PS 196 GRAND CENTRAL PARKWAY,5,All Students,90,335.12220000000002,68,75.55556,105,322.88569999999999,67,63.80952,104,333.11540000000002,75,72.11538,127,338.39370000000002,98,77.16535,156,343.13459999999998,128,82.05128
28Q206,PS 206 THE HORACE HARDING SCHOOL,5,All Students,101,294.66340000000002,26,25.74257,92,289.20650000000001,19,20.65217,85,299.42349999999999,28,32.94118,80,294.27499999999998,20,25,90,306.89999999999998,34,37.77778
28Q220,PS 220 EDWARD MANDEL,5,All Students,69,299.52170000000001,22,31.88406,95,299.34739999999999,27,28.42105,107,301.04669999999999,44,41.1215,107,306.3458,45,42.05607,102,302.15690000000001,33,32.35294
29Q015,PS 015 JACKIE ROBINSON,5,All Students,61,305.81970000000001,15,24.59016,77,298.98700000000002,21,27.27273,64,293.60939999999999,11,17.1875,75,302.0933,28,37.33333,72,305.15280000000001,23,31.94444
29Q033,PS 033 EDWARD M FUNK,5,All Students,152,303.16449999999998,49,32.23684,158,297.84179999999998,47,29.74684,154,300.48700000000002,51,33.11688,175,306.95999999999998,66,37.71429,152,310.17759999999998,56,36.84211
29Q034,PS 034 JOHN HARVARD,5,All Students,82,292.23169999999999,14,17.07317,78,295.9615,14,17.94872,90,302.11110000000002,18,20,91,292.76920000000001,19,20.87912,84,312.04759999999999,33,39.28571
29Q035,PS 035 NATHANIEL WOODHULL,5,All Students,95,297.52629999999999,29,30.52632,91,304.57139999999998,26,28.57143,99,298.70710000000003,28,28.28283,93,295.04300000000001,21,22.58065,98,293.0204,20,20.40816
29Q036,PS 036 SAINT ALBANS SCHOOL,5,All Students,72,289.75,8,11.11111,84,287.95240000000001,10,11.90476,63,297.60320000000002,11,17.46032,77,298.09089999999998,20,25.97403,84,307.22620000000001,30,35.71429
29Q037,CYNTHIA JENKINS SCHOOL,5,All Students,91,291.95600000000002,9,9.89011,79,282.26580000000001,10,12.65823,74,300.67570000000001,27,36.48649,87,306.85059999999999,41,47.12644,77,294.12990000000002,22,28.57143
29Q038,PS 038 ROSEDALE,5,All Students,70,290.89999999999998,16,22.85714,39,300.61540000000002,10,25.64103,43,303.51159999999999,12,27.90698,39,304.92309999999998,15,38.46154,38,294.5,9,23.68421
29Q052,PS 052 QUEENS,5,All Students,80,298.13749999999999,21,26.25,97,292.26799999999997,25,25.7732,55,299.36360000000002,17,30.90909,62,297.96769999999998,19,30.64516,77,297.23379999999997,20,25.97403
29Q095,PS 095 EASTWOOD,5,All Students,230,304.46089999999998,87,37.82609,237,295.79750000000001,54,22.78481,238,306.6891,94,39.4958,252,305.92059999999998,95,37.69841,204,322.92160000000001,111,54.41176
29Q116,PSIS 116 WILLIAM C HUGHLEY,5,All Students,67,291.32839999999999,11,16.41791,69,288.2174,10,14.49275,73,282.5616,8,10.9589,69,279.4058,7,10.14493,73,284.1644,9,12.32877
29Q118,PS 118 LORRAINE HANSBERRY,5,All Students,95,291.05259999999998,16,16.84211,93,303.63440000000003,28,30.10753,79,291.13920000000002,16,20.25316,87,290.52870000000001,23,26.43678,89,306.66289999999998,31,34.83146
29Q131,PS 131 ABIGAIL ADAMS,5,All Students,143,317.98599999999999,66,46.15385,149,317.8725,75,50.33557,138,319.44200000000001,81,58.69565,129,319.82170000000002,79,61.24031,159,318.23899999999998,83,52.20126
29Q132,PS 132 RALPH BUNCHE,5,All Students,58,289.8621,4,6.896552,51,295.64710000000002,15,29.41176,41,297.17070000000001,9,21.95122,51,309.88240000000002,22,43.13725,58,308.77589999999998,24,41.37931
29Q134,PS 134 HOLLIS,5,All Students,58,291.03449999999998,5,8.62069,81,281.13580000000002,10,12.34568,82,287.57319999999999,16,19.5122,53,287.37740000000002,11,20.75472,69,297.55070000000001,21,30.43478
29Q135,THE BELLAIRE SCHOOL,5,All Students,190,305.66320000000002,55,28.94737,158,306.60759999999999,55,34.81013,149,308.67110000000002,52,34.89933,125,313.024,60,48,158,304.93669999999997,59,37.34177
29Q136,PS 136 ROY WILKINS,5,All Students,95,304.09469999999999,24,25.26316,90,301.65559999999999,23,25.55556,75,296.57330000000002,12,16,74,298.20269999999999,15,20.27027,78,291.57690000000002,13,16.66667
29Q138,PSMS 138 SUNRISE,5,All Students,93,292.72039999999998,18,19.35484,69,288.07249999999999,10,14.49275,81,276.37040000000002,9,11.11111,72,280.45830000000001,8,11.11111,71,286.61970000000002,11,15.49296
29Q147,PSMS 147 RONALD MCNAIR,5,All Students,88,292.98860000000002,18,20.45455,60,298.35000000000002,17,28.33333,71,302.1268,20,28.16901,57,299.54390000000001,20,35.08772,70,300.55709999999999,18,25.71429
29Q156,PS 156 LAURELTON,5,All Students,51,294,14,27.45098,57,291.59649999999999,13,22.80702,60,290.7833,7,11.66667,41,298.95119999999997,9,21.95122,42,296.97620000000001,12,28.57143
29Q176,PS 176 CAMBRIA HEIGHTS,5,All Students,152,309.99340000000001,65,42.76316,118,313.93220000000002,53,44.91525,101,314.39600000000002,49,48.51485,120,312.4083,50,41.66667,146,325.637,83,56.84932
29Q181,PS 181 BROOKFIELD,5,All Students,61,281.85250000000002,9,14.7541,58,290.15519999999998,8,13.7931,45,309.73329999999999,15,33.33333,61,307.39339999999999,27,44.2623,41,312.29270000000002,16,39.02439
29Q195,PS 195 WILLIAM HABERLE,5,All Students,131,289.87790000000001,19,14.50382,110,299.71820000000002,29,26.36364,109,292.10090000000002,22,20.18349,89,291.57299999999998,23,25.8427,96,285.84379999999999,15,15.625
29Q208,PSIS 208,5,All Students,83,309.012,27,32.53012,86,310.23259999999999,39,45.34884,87,306.54020000000003,30,34.48276,85,311.11759999999998,35,41.17647,80,315.1875,34,42.5
29Q268,PSIS 268,5,All Students,66,292.56060000000002,12,18.18182,70,300.72859999999997,19,27.14286,67,311.26870000000002,27,40.29851,61,309.75409999999999,26,42.62295,53,309.28300000000002,23,43.39623
29Q270,THE GORDON PARKS SCHOOL,5,All Students,60,302.68329999999997,18,30,57,308.24560000000002,21,36.84211,86,305.1628,30,34.88372,76,305.53949999999998,31,40.78947,80,311.78750000000002,33,41.25
29Q295,PSIS 295,5,All Students,67,296.64179999999999,18,26.86567,53,304.67919999999998,21,39.62264,60,315.7833,28,46.66667,51,306.92160000000001,18,35.29412,53,307.5849,21,39.62264
30Q002,PS 002 ALFRED ZIMBERG,5,All Students,99,306.697,38,38.38384,112,303.7679,36,32.14286,92,312.59780000000001,41,44.56522,88,319.48860000000002,55,62.5,99,316.04039999999998,48,48.48485
30Q011,PS 011 KATHRYN PHELAN,5,All Students,183,305.63929999999999,62,33.87978,194,306.2835,79,40.72165,173,307.36419999999998,62,35.83815,192,303.3073,75,39.0625,188,311.39890000000003,84,44.68085
30Q017,PS 017 HENRY DAVID THOREAU,5,All Students,105,296.8,28,26.66667,79,291.51900000000001,17,21.51899,53,291.60379999999998,12,22.64151,86,302.96510000000001,27,31.39535,69,297.44929999999999,20,28.98551
30Q069,PS 069 JACKSON HEIGHTS,5,All Students,192,320.47919999999999,91,47.39583,238,315.19330000000002,108,45.37815,223,315.60989999999998,97,43.49776,193,319.10359999999997,103,53.36788,177,324.70620000000002,102,57.62712
30Q070,PS 070,5,All Students,161,304.52170000000001,54,33.54037,142,305.90140000000002,46,32.39437,138,309.21010000000001,54,39.13043,152,308.93419999999998,61,40.13158,123,305.51220000000001,45,36.58537
30Q076,PS 076 WILLIAM HALLET,5,All Students,62,283.5806,9,14.51613,73,281.52050000000003,14,19.17808,58,284.94830000000002,8,13.7931,69,293.46379999999999,12,17.3913,58,279.27589999999998,14,24.13793
30Q078,PSIS 78Q,5,All Students,29,311.41379999999998,10,34.48276,43,307.55810000000002,14,32.55814,33,330.303,21,63.63636,49,324.34690000000001,32,65.30612,41,325.9024,25,60.97561
30Q084,PS 084 STEINWAY,5,All Students,49,306.71429999999998,16,32.65306,38,302.5,13,34.21053,39,306.82049999999998,13,33.33333,37,301.13510000000002,10,27.02703,42,296.1429,9,21.42857
30Q085,PS 085 JUDGE CHARLES VALLONE,5,All Students,94,327.86169999999998,59,62.76596,75,314.92,34,45.33333,71,319.30990000000003,35,49.29577,74,324.10809999999998,46,62.16216,66,335.9545,46,69.69697
30Q092,PS 092 HARRY T STEWART SR,5,All Students,128,294.23439999999999,23,17.96875,138,291.18119999999999,26,18.84058,135,281.50369999999998,16,11.85185,105,282.6952,14,13.33333,130,292.88459999999998,29,22.30769
30Q111,PS 111 JACOB BLACKWELL,5,All Students,48,269.5,7,14.58333,39,258.0256,0,0,25,265.16000000000003,0,0,40,269.97500000000002,3,7.5,23,271.6087,1,4.347826
30Q112,PS 112 DUTCH KILLS,5,All Students,91,303.09890000000001,31,34.06593,73,284.9726,10,13.69863,62,290.59679999999997,14,22.58065,69,289.2174,15,21.73913,64,314.96879999999999,29,45.3125
30Q122,PS 122 MAMIE FAY,5,All Students,143,315.36360000000002,67,46.85315,177,320.10169999999999,92,51.9774,153,317.29410000000001,76,49.6732,169,321.14789999999999,92,54.43787,162,329.61110000000002,103,63.58025
30Q127,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,5,All Students,146,285.863,19,13.0137,136,280.47789999999998,19,13.97059,144,289.0625,28,19.44444,146,285.4178,30,20.54795,143,294.90910000000002,33,23.07692
30Q148,PS 148 QUEENS,5,All Students,145,297.46899999999999,29,20,131,292.2672,21,16.03053,128,303.82029999999997,38,29.6875,143,295.42660000000001,40,27.97203,113,286.84960000000001,21,18.58407
30Q149,PS 149 CHRISTA MCAULIFFE,5,All Students,233,293.46350000000001,44,18.88412,267,286.9588,34,12.73408,263,291.83269999999999,64,24.3346,214,293.92989999999998,49,22.8972,208,306.32209999999998,77,37.01923
30Q150,PS 150 QUEENS,5,All Students,167,316.54489999999998,87,52.09581,155,309.52260000000001,64,41.29032,154,318.8442,72,46.75325,157,320.56689999999998,82,52.2293,153,325.11110000000002,91,59.47712
30Q151,PS 151 MARY D CARTER,5,All Students,56,287.53570000000002,9,16.07143,90,282.14440000000002,10,11.11111,48,284.70830000000001,10,20.83333,63,291.60320000000002,19,30.15873,39,289.35899999999998,3,7.692308
30Q152,PS 152 GWENDOLINE N ALLEYNE SCHOOL,5,All Students,177,314.72879999999998,75,42.37288,210,308.63330000000002,81,38.57143,157,306.72609999999997,65,41.40127,181,316.53039999999999,96,53.03867,215,313.44189999999998,97,45.11628
30Q166,PS 166 HENRY GRADSTEIN,5,All Students,127,307.41730000000001,48,37.79528,137,305.85399999999998,50,36.49635,168,305.09519999999998,63,37.5,167,311.53890000000001,80,47.90419,201,325.71140000000003,125,62.18905
30Q171,PS 171 PETER G VAN ALST,5,All Students,92,291.5761,27,29.34783,73,298.5342,16,21.91781,82,287.58539999999999,12,14.63415,64,290,17,26.5625,74,275.41890000000001,5,6.756757
30Q212,PS 212,5,All Students,110,310.05450000000002,36,32.72727,126,301.2063,37,29.36508,105,308.18099999999998,37,35.2381,103,304.98059999999998,39,37.86408,121,311.04129999999998,53,43.80165
30Q227,IS 227 LOUIS ARMSTRONG,5,All Students,183,317.82510000000002,89,48.63388,168,314.44049999999999,70,41.66667,164,322.01830000000001,98,59.756100000000004,159,323.73579999999998,98,61.63522,167,336.68259999999998,127,76.0479
30Q234,PS 234,5,All Students,111,302.3784,35,31.53153,95,298.42110000000002,31,32.63158,81,305.41980000000001,29,35.80247,93,300.4409,30,32.25806,87,304.0575,21,24.13793
31R001,PS 001 TOTTENVILLE,5,All Students,87,321.54020000000003,46,52.87356,87,315.34480000000002,47,54.02299,77,311.19479999999999,29,37.66234,67,309.209,30,44.77612,82,323.01220000000001,46,56.09756
31R003,PS 003 THE MARGARET GIOIOSA SCHOOL,5,All Students,157,317.22930000000002,77,49.04459,148,313.1216,68,45.94595,180,312.76670000000001,75,41.66667,156,320.75639999999999,96,61.53846,147,309.57139999999998,65,44.21769
31R004,PS 004 MAURICE WOLLIN,5,All Students,144,303.79860000000002,50,34.72222,126,308.91269999999997,49,38.88889,123,310.45530000000002,47,38.21138,112,311.17860000000002,53,47.32143,136,305.54410000000001,47,34.55882
31R005,PS 005 HUGUENOT,5,All Students,38,319.52629999999999,23,60.52632,34,331.88240000000002,23,67.64706,29,325.03449999999998,17,58.62069,24,342.08330000000001,19,79.16667,32,339.59379999999999,25,78.125
31R006,PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,5,All Students,132,310.0985,45,34.09091,141,300.50349999999997,50,35.46099,131,300.1832,36,27.48092,109,316.81650000000002,57,52.29358,111,314.38740000000001,50,45.04505
31R008,PS 8 SHIRLEE SOLOMON,5,All Students,82,326.9024,51,62.19512,73,298.42469999999997,20,27.39726,53,302.24529999999999,18,33.96226,65,309.5385,27,41.53846,64,324.20310000000001,38,59.375
31R011,PS 11 THOMAS DONGAN SCHOOL,5,All Students,50,303.52,12,24,57,296.75439999999998,15,26.31579,32,288.625,9,28.125,42,298.33330000000001,10,23.80952,35,305.51429999999999,16,45.71429
31R013,PS 013 M L LINDEMEYER,5,All Students,115,310.26089999999999,48,41.73913,136,305.9853,48,35.29412,140,298.72140000000002,41,29.28571,129,302.62020000000001,43,33.33333,140,305.01429999999999,52,37.14286
31R016,PS 016 JOHN J DRISCOLL,5,All Students,155,285.53550000000001,13,8.387097,158,284.04430000000002,15,9.493671,104,274.25959999999998,9,8.653846,103,274.77670000000001,13,12.62136,100,290.52999999999997,15,15
31R018,PS 018 JOHN G WHITTIER,5,All Students,82,272.7561,6,7.317073,90,283.33330000000001,10,11.11111,85,285.03530000000001,10,11.764709999999999,90,281.9556,11,12.22222,80,294.77499999999998,23,28.75
31R019,PS 019 THE CURTIS SCHOOL,5,All Students,111,298.85590000000002,25,22.52252,95,306.29469999999998,29,30.52632,82,300.5976,20,24.39024,92,292.91300000000001,26,28.26087,98,286.4898,16,16.32653
31R020,PS 020 PORT RICHMOND,5,All Students,86,280.51159999999999,8,9.302326,80,286.26249999999999,7,8.75,72,289.65280000000001,2,2.777778,86,284.51159999999999,5,5.813953,74,292.67570000000001,11,14.86486
31R021,PS 21 MARGARET EMERY ELM PARK,5,All Students,67,300.791,15,22.38806,73,293.68490000000003,13,17.80822,70,284.58569999999997,5,7.142857,65,288.81540000000001,11,16.92308,69,298.52170000000001,15,21.73913
31R022,PS 022 GRANITEVILLE,5,All Students,208,293.44229999999999,37,17.78846,174,288.61489999999998,24,13.7931,181,292.01659999999998,32,17.67956,156,298.9359,46,29.48718,185,299.67570000000001,53,28.64865
31R023,PS 023 RICHMONDTOWN,5,All Students,97,306.60820000000001,40,41.23711,84,313.15480000000002,34,40.47619,74,323.55410000000001,41,55.40541,76,327.02629999999999,49,64.47368,56,317.125,28,50
31R026,PS 026 THE CARTERET SCHOOL,5,All Students,29,321.44830000000002,19,65.51724,27,299.62959999999998,7,25.92593,34,316.7647,18,52.94118,23,293.04349999999999,6,26.08696,25,304.52,9,36
31R029,PS 029 BARDWELL,5,All Students,130,319.2,66,50.76923,145,317.90339999999998,78,53.7931,121,318.31400000000002,64,52.89256,126,328.55560000000003,89,70.63492,125,324.416,77,61.6
31R030,PS 030 WESTERLEIGH,5,All Students,132,312.947,57,43.18182,127,305.0394,43,33.85827,135,315.3852,73,54.07407,122,316.84429999999998,67,54.91803,114,324.64909999999998,66,57.89474
31R031,PS 031 WILLIAM T DAVIS,5,All Students,85,279.30590000000001,5,5.882353,66,287.697,10,15.15152,65,270.89229999999998,4,6.153846,65,275.76920000000001,4,6.153846,57,273.19299999999998,6,10.52632
31R032,PS 032 THE GIFFORD SCHOOL,5,All Students,113,309.96460000000002,49,43.36283,153,313.03269999999998,68,44.44444,131,308.59539999999998,56,42.74809,117,308.74360000000001,60,51.28205,103,314.8252,50,48.54369
31R035,PS 35 THE CLOVE VALLEY SCHOOL,5,All Students,46,319.58699999999999,28,60.86957,60,310.61669999999998,19,31.66667,56,327.57139999999998,40,71.42857,57,332.75439999999998,40,70.17544,52,340.76920000000001,40,76.92308
31R036,PS 036 J C DRUMGOOLE,5,All Students,162,310.7593,74,45.67901,156,306.92309999999998,63,40.38462,127,319.44880000000001,64,50.3937,159,324.23270000000002,95,59.74843,133,323.27069999999998,71,53.38346
31R038,PS 038 GEORGE CROMWELL,5,All Students,53,317.5849,30,56.60377,45,309.55560000000003,19,42.22222,64,299.14060000000001,19,29.6875,54,309.87040000000002,24,44.44444,62,306.83870000000002,24,38.70968
31R039,PS 39 FRANCIS J MURPHY JR,5,All Students,86,312.48840000000001,39,45.34884,88,315.97730000000001,47,53.40909,79,308.72149999999999,29,36.70886,72,298.81939999999997,23,31.94444,84,298.71429999999998,30,35.71429
31R041,THE STEPHANIE A VIERNO SCHOOL,5,All Students,104,304.4135,35,33.65385,99,307.50510000000003,38,38.38384,125,304.63200000000001,46,36.8,95,316.52629999999999,40,42.10526,109,315.02749999999997,56,51.37615
31R042,PS 042 ELTINGVILLE,5,All Students,171,308.9708,67,39.18129,165,312.27879999999999,70,42.42424,138,310.2681,56,40.57971,124,317.5403,63,50.80645,147,304.91840000000002,55,37.41497
31R044,PS 044 THOMAS C BROWN,5,All Students,124,280.33870000000002,14,11.29032,110,281.24549999999999,11,10,115,284.30430000000001,11,9.565217,139,281.1223,17,12.23022,119,276.50420000000003,16,13.44538
31R045,PS 045 JOHN TYLER,5,All Students,167,303.49099999999999,62,37.12575,161,293.58390000000003,34,21.11801,133,299.73680000000002,38,28.57143,127,313.44880000000001,66,51.9685,136,303.83819999999997,50,36.76471
31R046,PS 046 ALBERT V MANISCALCO,5,All Students,40,300.67500000000001,8,20,55,290.41820000000001,11,20,56,288.57139999999998,9,16.07143,43,294.95350000000002,12,27.90698,43,299.58139999999997,10,23.25581
31R048,PS 048 WILLIAM G WILCOX,5,All Students,94,316.38299999999998,46,48.93617,104,314.90379999999999,47,45.19231,130,318.66149999999999,66,50.76923,105,328.66669999999999,72,68.57143,126,322.6429,72,57.14286
31R050,PS 050 FRANK HANKINSON,5,All Students,92,324.9348,51,55.43478,109,315.69720000000001,50,45.87156,135,327.18520000000001,79,58.51852,137,328.94889999999998,83,60.58394,135,325.45190000000002,84,62.22222
31R052,PS 052 JOHN C THOMPSON,5,All Students,87,294.96550000000002,15,17.24138,91,305.9341,35,38.46154,84,308.94049999999999,31,36.90476,81,302.24689999999998,26,32.09877,85,318.14120000000003,48,56.47059
31R053,THE BARBARA ESSELBORN SCHOOL,5,All Students,92,308.4348,34,36.95652,100,312.3,47,47,83,314.06020000000001,38,45.78313,97,312,47,48.45361,112,311.66070000000002,51,45.53571
31R054,PS 054 CHARLES W LENG,5,All Students,138,300.8913,45,32.6087,149,310.7987,67,44.96644,126,309.3254,51,40.47619,115,306.94779999999997,50,43.47826,119,318.71429999999998,70,58.82353
31R055,PS 055 HENRY M BOEHM,5,All Students,116,307.1379,32,27.58621,114,306.00880000000001,43,37.7193,115,311.87830000000002,46,40,99,311.202,51,51.51515,101,314.29700000000003,52,51.48515
31R056,PS 56 THE LOUIS DESARIO SCHOOL,5,All Students,118,305.93220000000002,38,32.20339,134,310.32839999999999,51,38.0597,100,313.37,44,44,115,319.25220000000002,70,60.86957,88,330.38639999999998,60,68.18182
31R057,PS 057 HUBERT H HUMPHREY,5,All Students,85,286.43529999999998,18,21.17647,82,278.8415,10,12.19512,85,287.02350000000001,14,16.47059,96,288.54169999999999,22,22.91667,101,287.44549999999998,22,21.78218
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,5,All Students,131,312.87020000000001,58,44.27481,112,306.9196,42,37.5,122,307.52460000000002,47,38.52459,130,309.13080000000002,61,46.92308,139,314.8417,70,50.35971
31R060,PS 060 ALICE AUSTEN,5,All Students,141,305.29790000000003,48,34.04255,147,305.18369999999999,48,32.65306,127,304.42520000000002,48,37.79528,154,307.56490000000002,70,45.45455,142,313.95069999999998,68,47.88732
31R065,PS 65 THE ACADEMY OF INNOVATIVE LEARNING,5,All Students,28,305.53570000000002,7,25,79,307.1139,25,31.64557,57,299.56139999999999,13,22.80702,58,308.31029999999998,26,44.82759,67,325.38810000000001,42,62.68657
31R069,PS 069 DANIEL D TOMPKINS,5,All Students,147,307.42180000000002,52,35.37415,145,304.32409999999999,52,35.86207,155,307.89679999999998,60,38.70968,141,309.98579999999998,50,35.46099,163,318.23930000000001,75,46.01227
31R080,THE MICHAEL J PETRIDES SCHOOL,5,All Students,95,304.09469999999999,33,34.73684,97,301.10309999999998,27,27.83505,98,308.37759999999997,38,38.77551,106,295.75470000000001,31,29.24528,96,309.45830000000001,36,37.5
32K045,PSIS 045 HORACE E GREENE,5,All Students,97,287.20620000000002,17,17.52577,85,288.5059,19,22.35294,78,290.51280000000003,19,24.35897,83,292.87950000000001,20,24.09639,63,293.41269999999997,16,25.39683
32K075,PS 075 MAYDA CORTIELLA,5,All Students,72,290.40280000000001,12,16.66667,86,290.62790000000001,19,22.09302,67,289.80599999999998,8,11.9403,52,279.7115,4,7.692308,53,269.20749999999998,2,3.773585
32K086,PS 086 THE IRVINGTON,5,All Students,78,299.44869999999997,21,26.92308,73,297.863,19,26.0274,68,289.13240000000002,10,14.70588,69,291.7681,17,24.63768,54,293.18520000000001,12,22.22222
32K106,PS 106 EDWARD EVERETT HALE,5,All Students,75,284.13330000000002,13,17.33333,72,271.34719999999999,7,9.722222,80,273.9375,3,3.75,71,282.77460000000002,7,9.859155,69,289.05799999999999,11,15.94203
32K116,PS 116 ELIZABETH L FARRELL,5,All Students,94,289.26600000000002,11,11.70213,73,286.6986,13,17.80822,74,285.85140000000001,16,21.62162,78,285.21789999999999,11,14.10256,66,289.03030000000001,11,16.66667
32K123,PS 123 SUYDAM,5,All Students,127,282.67720000000003,12,9.448819,103,283.4563,12,11.65049,124,288.98390000000001,13,10.48387,122,278.27870000000001,11,9.016393,102,281.6961,6,5.882353
32K145,PS 145 ANDREW JACKSON,5,All Students,124,286.31450000000001,15,12.09677,101,283.18810000000002,11,10.89109,110,288.41820000000001,20,18.18182,101,280.26729999999998,17,16.83168,107,288.64490000000001,25,23.36449
32K151,PS 151 LYNDON B JOHNSON,5,All Students,66,287.13639999999998,7,10.60606,43,290.8372,5,11.62791,50,274.5,3,6,50,284.26,9,18,55,278.98180000000002,8,14.54545
32K274,PS 274 KOSCIUSKO,5,All Students,83,277.5181,0,0,68,286.02940000000001,12,17.64706,66,284.74239999999998,9,13.63636,71,280.08449999999999,9,12.67606,59,285.5763,10,16.94915
32K299,PS 299 THOMAS WARREN FIELD,5,All Students,48,286.25,5,10.41667,42,280.16669999999999,4,9.52381,48,275.47919999999999,1,2.083333,45,284.0222,7,15.55556,34,271.11759999999998,2,5.882353
32K376,PS 376,5,All Students,87,294.28739999999999,14,16.09195,108,284.2593,18,16.66667,90,298.73329999999999,29,32.22222,76,295.88159999999999,24,31.57895,103,311.0874,43,41.74757
32K377,PS 377 ALEJANDRINA B DE GAUTIER,5,All Students,54,283.1481,6,11.11111,56,275.7679,2,3.571429,49,270.69389999999999,4,8.163265,37,271.6216,3,8.108108,34,280.47059999999999,7,20.58824
32K383,JHS 383 PHILIPPA SCHUYLER,5,All Students,48,324.89580000000001,31,64.58333,80,321.57499999999999,50,62.5,48,320.16669999999999,30,62.5,45,319.62220000000002,26,57.77778,37,319.35140000000001,19,51.35135
32K384,PS IS 384 FRANCES E CARTER,5,All Students,68,289.2353,11,16.17647,76,292.22370000000001,13,17.10526,52,294.76920000000001,11,21.15385,63,278.98410000000001,12,19.04762,47,283.29790000000003,8,17.02128
